siteid,sitename,reference,doi,collunitid,handle,discovery,analysisunitid,analysisunitname,labnumber,uncal14Cage,uncal14Cerr,>,materialdated,taxondated,elementdated,depth,notes,method,d13C,%C,%N,C:N
3554,Natural Trap Cave,"Williams, 2009",,4442,NATTRAP,CARD,80138,Unit 3,unknown,19610,80,FALSE,"Bone, Equus (KU53885)",Equus sp.,,,,,,,,
3554,Natural Trap Cave,"Williams, 2009",,4442,NATTRAP,CARD,80138,Unit 3,unknown,20410,90,FALSE,"Bone, Equus (KU47238)",Equus sp.,,,,,,,,
3554,Natural Trap Cave,"Williams, 2009",,4442,NATTRAP,CARD,80138,Unit 3,unknown,21060,90,FALSE,"Bone, Equus (KU43503)",Equus sp.,,,,,,,,
3554,Natural Trap Cave,"Williams, 2009",,4442,NATTRAP,CARD,80138,Unit 3,unknown,19970,90,FALSE,"Bone, Equus (KU32589)",Equus sp.,,,,,,,,
3554,Natural Trap Cave,"Williams, 2009",,4442,NATTRAP,CARD,80138,Unit 3,unknown,20880,90,FALSE,"Bone, Equus (KU47519)",Equus sp.,,,,,,,,
3554,Natural Trap Cave,"Williams, 2009",,4442,NATTRAP,CARD,80138,Unit 3,unknown,19980,90,FALSE,"Bone, Equus (KU48226)",Equus sp.,,,,,,,,
3554,Natural Trap Cave,"Williams, 2009",,4442,NATTRAP,CARD,80138,Unit 3,unknown,21110,90,FALSE,"Bone, Equus (KU50438)",Equus sp.,,,,,,,,
3554,Natural Trap Cave,"Williams, 2009",,4442,NATTRAP,CARD,80138,Unit 3,unknown,20380,90,FALSE,"Bone, Bison (KU51275)",Equus sp.,,,,,,,,
3554,Natural Trap Cave,"Williams, 2009",,4442,NATTRAP,CARD,80138,Unit 3,unknown,19980,90,FALSE,"Bone, Equus (KU53503)",Equus sp.,,,,,,,,
3554,Natural Trap Cave,"Williams, 2009",,4442,NATTRAP,CARD,80138,Unit 3,unknown,20920,90,FALSE,"Bone, Equus (KU81921)",Equus sp.,,,,,,,,
3554,Natural Trap Cave,"Williams, 2009",,4442,NATTRAP,CARD,80137,Unit 2,unknown,12770,900,FALSE,Bone,,,,Unit 2,,,,,
3555,Cahokia,Illinois Geological Survey Radiocarbon Dates VIII,https://doi.org/10.1017/S0033822200060021,4443,CAHOKIA,lit search,80141,Merrill Tract,ISGS-280,1050,80,FALSE,wood charcoal,,,,,conventional radiometric,,,,
3555,Cahokia,Illinois Geological Survey Radiocarbon Dates VIII,https://doi.org/10.1017/S0033822200060021,4443,CAHOKIA,lit search,80141,Merrill Tract,ISGS-281,1080,80,FALSE,wood charcoal,,,,,conventional radiometric,,,,
3555,Cahokia,Illinois Geological Survey Radiocarbon Dates VIII,https://doi.org/10.1017/S0033822200060021,4443,CAHOKIA,lit search,80141,Merrill Tract,ISGS-283,860,80,FALSE,wood charcoal,,,,,conventional radiometric,,,,
3557,Phipps [13CK21],436,,4445,PHIPPS,CARD,80144,Upper,WIS-1273,720,70,FALSE,Charcoal,,,,"Little Sioux phase Mill Creek village, charcoal and charred corn, base of feature 81-1, 78.7-86.4 cmbs",accelerator mass spectrometry,-20,,,
3557,Phipps [13CK21],436,,4445,PHIPPS,CARD,80144,Upper,WIS-1274,790,70,FALSE,Charcoal,,,,"Little Sioux phase Mill Creek village, charcoal and charred corn, Level 3, the lowest natural level, feature 81-2, a trash pit, 80-109 cmbs",accelerator mass spectrometry,-24.5,,,
3557,Phipps [13CK21],"Fishel, 1997",,4445,PHIPPS,CARD,80143,Lower,ISGS-2979,840,70,FALSE,Charcoal,,,,"Little Sioux phase Mill Creek village, feature 8",accelerator mass spectrometry,-25.1,,,
3557,Phipps [13CK21],"Fishel, 1997",,4445,PHIPPS,CARD,80143,Lower,ISGS-2980,910,70,FALSE,Charcoal,,,,"Little Sioux phase Mill Creek village, feature 9",accelerator mass spectrometry,-25,,,
3557,Phipps [13CK21],"Fishel, 1997",,4445,PHIPPS,CARD,80143,Lower,ISGS-3023,960,70,FALSE,Charcoal,,,,"Little Sioux phase Mill Creek village, feature 8",accelerator mass spectrometry,-25.1,,,
3557,Phipps [13CK21],"Fishel, 1997",,4445,PHIPPS,CARD,80143,Lower,ISGS-3024,940,70,FALSE,Charcoal,,,,"Little Sioux phase Mill Creek village, feature 4",accelerator mass spectrometry,-25.8,,,
3557,Phipps [13CK21],"Fishel, 1997",,4445,PHIPPS,CARD,80143,Lower,ISGS-3064,980,70,FALSE,Charcoal,,,,"Little Sioux phase Mill Creek village, feature 9",accelerator mass spectrometry,-25.1,,,
3557,Phipps [13CK21],"Fishel, 1997",,4445,PHIPPS,CARD,80143,Lower,ISGS-3065,990,70,FALSE,Charcoal,,,,"Little Sioux phase Mill Creek village, feature 4",accelerator mass spectrometry,-25.2,,,
3557,Phipps [13CK21],"Fishel, 1997",,4445,PHIPPS,CARD,80143,Lower,ISGS-3022,990,90,FALSE,Charcoal,,,,"Little Sioux phase Mill Creek village, feature 6",accelerator mass spectrometry,-25.4,,,
3560,Natural Chimneys,16894,,4448,NATCHIMS,researcher contributed,80149,Assemblage,CAMS-16390,11990,70,FALSE,bone,Microtus xanthognathus,R. Mandible,,,,,,,
3560,Natural Chimneys,16894,,4448,NATCHIMS,researcher contributed,80149,Assemblage,CAMS-16397,12500,70,FALSE,bone,Microtus xanthognathus,R. Mandible,,,,,,,
3560,Natural Chimneys,16894,,4448,NATCHIMS,researcher contributed,80149,Assemblage,CAMS-17138,12790,80,FALSE,bone,Microtus xanthognathus,R. Mandible,,,,,,,
3560,Natural Chimneys,16894,,4448,NATCHIMS,researcher contributed,80149,Assemblage,CAMS-16387,12060,70,FALSE,bone,Neotoma floridana,L. Mandible,,,,,,,
3560,Natural Chimneys,16894,,4448,NATCHIMS,researcher contributed,80149,Assemblage,CAMS-16395,11950,80,FALSE,bone,Neotoma floridana,L. Mandible,,,,,,,
3560,Natural Chimneys,16894,,4448,NATCHIMS,researcher contributed,80149,Assemblage,CAMS-17136,12330,70,FALSE,bone,Neotoma floridana,L. Mandible,,,,,,,
3560,Natural Chimneys,16894,,4448,NATCHIMS,researcher contributed,80149,Assemblage,CAMS-19984,3260,50,FALSE,bone,Neotoma floridana,L. Mandible,,,,,,,
3560,Natural Chimneys,16894,,4448,NATCHIMS,researcher contributed,80149,Assemblage,CAMS-19985,12260,60,FALSE,bone,Neotoma floridana,L. Mandible,,,,,,,
3560,Natural Chimneys,16894,,4448,NATCHIMS,researcher contributed,80149,Assemblage,CAMS-19986,12120,60,FALSE,bone,Neotoma floridana,L. Mandible,,,,,,,
3560,Natural Chimneys,16894,,4448,NATCHIMS,researcher contributed,80149,Assemblage,CAMS-19993,12550,60,FALSE,bone,Neotoma floridana,L. Mandible,,,,,,,
3560,Natural Chimneys,16894,,4448,NATCHIMS,researcher contributed,80149,Assemblage,CAMS-19994,3330,60,FALSE,bone,Neotoma floridana,L. Mandible,,,,,,,
3560,Natural Chimneys,16894,,4448,NATCHIMS,researcher contributed,80149,Assemblage,CAMS-19995,12190,80,FALSE,bone,Neotoma floridana,L. Mandible,,,,,,,
3560,Natural Chimneys,16894,,4448,NATCHIMS,researcher contributed,80149,Assemblage,CAMS-16386,11670,60,FALSE,bone,Parascalops breweri,Humerus,,,,,,,
3560,Natural Chimneys,16894,,4448,NATCHIMS,researcher contributed,80149,Assemblage,CAMS-16399,11860,70,FALSE,bone,Parascalops breweri,Humerus,,,,,,,
3560,Natural Chimneys,16894,,4448,NATCHIMS,researcher contributed,80149,Assemblage,CAMS-17134,12090,60,FALSE,bone,Parascalops breweri,Humerus,,,,,,,
3561,Clark's Cave,16894,,4449,CLARKSCV,researcher contributed,80150,Entrance 2,CAMS-16411,14440,70,FALSE,bone,Microtus xanthognathus,R. Mandible,,,,,,,
3561,Clark's Cave,16894,,4449,CLARKSCV,researcher contributed,80150,Entrance 2,CAMS-16398,11220,80,FALSE,bone,Neotoma floridana,R. Mandible,,,,,,,
3561,Clark's Cave,16894,,4449,CLARKSCV,researcher contributed,80150,Entrance 2,CAMS-16417,11480,60,FALSE,bone,Neotoma floridana,R.Mandible,,,,,,,
3561,Clark's Cave,16894,,4449,CLARKSCV,researcher contributed,80150,Entrance 2,CAMS-16418,11410,60,FALSE,bone,Neotoma floridana,R.Mandible,,,,,,,
3561,Clark's Cave,16894,,4449,CLARKSCV,researcher contributed,80150,Entrance 2,CAMS-17131,11180,60,FALSE,bone,Neotoma floridana,R. Mandible,,,,,,,
3561,Clark's Cave,16894,,4449,CLARKSCV,researcher contributed,80150,Entrance 2,CAMS-19978,12130,70,FALSE,bone,Neotoma floridana,R. Mandible,,,,,,,
3561,Clark's Cave,16894,,4449,CLARKSCV,researcher contributed,80150,Entrance 2,CAMS-19979,12170,80,FALSE,bone,Neotoma floridana,R. Mandible,,,,,,,
3561,Clark's Cave,16894,,4449,CLARKSCV,researcher contributed,80150,Entrance 2,CAMS-19980,12560,50,FALSE,bone,Neotoma floridana,R. Mandible,,,,,,,
3561,Clark's Cave,16894,,4449,CLARKSCV,researcher contributed,80150,Entrance 2,CAMS-19987,12270,60,FALSE,bone,Neotoma floridana,R. Mandible,,,,,,,
3561,Clark's Cave,16894,,4449,CLARKSCV,researcher contributed,80150,Entrance 2,CAMS-19988,12340,60,FALSE,bone,Neotoma floridana,R. Mandible,,,,,,,
3561,Clark's Cave,16894,,4449,CLARKSCV,researcher contributed,80150,Entrance 2,CAMS-19989,12530,60,FALSE,bone,Neotoma floridana,R. Mandible,,,,,,,
3561,Clark's Cave,16894,,4449,CLARKSCV,researcher contributed,80150,Entrance 2,CAMS-16410,12930,70,FALSE,bone,Parascalops breweri,Humerus,,,,,,,
3561,Clark's Cave,16894,,4449,CLARKSCV,researcher contributed,80150,Entrance 2,CAMS-16400,13570,70,FALSE,bone,Tamias striatus,L. Mandible,,,,,,,
3561,Clark's Cave,R. Graham pers. comm.,,4449,CLARKSCV,researcher contributed,80150,Entrance 2,unknown,12300,75,FALSE,dung,Neotoma floridana,dung,,,,,,,
3561,Clark's Cave,R. Graham pers. comm.,,4449,CLARKSCV,researcher contributed,80150,Entrance 2,unknown,11450,100,FALSE,dung,Blarina brevicauda,dung,,,,,,,
3561,Clark's Cave,R. Graham pers. comm.,,4449,CLARKSCV,researcher contributed,80150,Entrance 2,unknown,11700,65,FALSE,dung,Neotoma floridana,dung,,,,,,,
3561,Clark's Cave,R. Graham pers. comm.,,4449,CLARKSCV,researcher contributed,80150,Entrance 2,unknown,12300,55,FALSE,dung,Neotoma floridana,dung,,,,,,,
3561,Clark's Cave,R. Graham pers. comm.,,4449,CLARKSCV,researcher contributed,80150,Entrance 2,unknown,9910,45,FALSE,dung,Blarina brevicauda,dung,,,,,,,
3561,Clark's Cave,R. Graham pers. comm.,,4449,CLARKSCV,researcher contributed,80150,Entrance 2,unknown,12650,110,FALSE,dung,Microtus xanthognathus,,,,,,,,
3562,Baker Bluff Cave,16894,,4450,BAKBLUFF,researcher contributed,80153,4-5 ft. Level,CAMS-16388,22560,180,FALSE,bone,Neotoma floridana,L. Mandible,,,,,,,
3562,Baker Bluff Cave,16894,,4450,BAKBLUFF,researcher contributed,80153,4-5 ft. Level,CAMS-16394,22540,160,FALSE,bone,Neotoma floridana,L. Mandible,,,,,,,
3562,Baker Bluff Cave,16894,,4450,BAKBLUFF,researcher contributed,80153,4-5 ft. Level,CAMS-17135,23810,200,FALSE,bone,Neotoma floridana,L. Mandible,,,,,,,
3562,Baker Bluff Cave,16894,,4450,BAKBLUFF,researcher contributed,80153,4-5 ft. Level,CAMS-19981,12080,70,FALSE,bone,Neotoma floridana,L. Mandible,,,,,,,
3562,Baker Bluff Cave,16894,,4450,BAKBLUFF,researcher contributed,80153,4-5 ft. Level,CAMS-19982,24250,160,FALSE,bone,Neotoma floridana,L. Mandible,,,,,,,
3562,Baker Bluff Cave,16894,,4450,BAKBLUFF,researcher contributed,80153,4-5 ft. Level,CAMS-19983,19830,100,FALSE,bone,Neotoma floridana,L. Mandible,,,,,,,
3562,Baker Bluff Cave,16894,,4450,BAKBLUFF,researcher contributed,80153,4-5 ft. Level,CAMS-19990,12130,60,FALSE,bone,Neotoma floridana,L. Mandible,,,,,,,
3562,Baker Bluff Cave,16894,,4450,BAKBLUFF,researcher contributed,80153,4-5 ft. Level,CAMS-19991,24880,150,FALSE,bone,Neotoma floridana,L. Mandible,,,,,,,
3562,Baker Bluff Cave,16894,,4450,BAKBLUFF,researcher contributed,80153,4-5 ft. Level,CAMS-19992,20190,100,FALSE,bone,Neotoma floridana,L. Mandible,,,,,,,
3562,Baker Bluff Cave,16894,,4450,BAKBLUFF,researcher contributed,80153,4-5 ft. Level,CAMS-16401,31350,610,FALSE,bone,Parascalops breweri,Humerus,,,,,,,
3563,Robinson Cave,16894,,35348,ROBCVCR,researcher contributed,355661,Assemblage,CAMS-16392,26390,250,FALSE,bone,Neotoma floridana,L. Mandible,,,,,,,
3563,Robinson Cave,16894,,35348,ROBCVCR,researcher contributed,355661,Assemblage,CAMS-16408,33210,610,FALSE,bone,Neotoma floridana,L. Mandible,,,,,,,
3563,Robinson Cave,16894,,35348,ROBCVCR,researcher contributed,355661,Assemblage,CAMS-16405,16950,200,FALSE,bone,Sorex arcticus,R. Mandible,,,,,,,
3566,Brynjulfson Cave #1,1948,,4456,BRYNJLF1,CARD,80165,Assemblage,ISGS-165,2400,100,FALSE,"Bone, Collagen",,,,"darker of two horizontal layers, ca. 1 m above cave floor",conventional radiometric,-20,,,
3566,Brynjulfson Cave #1,16894,,4456,BRYNJLF1,researcher contributed,80165,Assemblage,CAMS-16594,31270,410,FALSE,bone,Dasypus bellus,Osteoderm,,,,,,,
3566,Brynjulfson Cave #1,Coleman and Liu 1975,https://doi.org/10.1017/S0033822200002022,4456,BRYNJLF1,CARD,80165,Assemblage,ISGS-204-B,34600,21000,FALSE,"peccary bone collagen; collagène osseux de pécari, Platygonus compressus",Platygonus compressus,,,bones collected randomly throughout 1.5 m of cave fill for ca. 12 m,,-20,,,
3566,Brynjulfson Cave #1,Liu et al. 1986,https://doi.org/10.1017/S0033822200060033,4456,BRYNJLF1,CARD,80165,Assemblage,ISGS-267-A,21570,510,FALSE,"beaver bone apatite; apatite osseux de castor, Castor sp.?",cf. Castor sp.,,,"Cave 1, from ca. 12 m length of cave fill",,-10,,,
3566,Brynjulfson Cave #1,Coleman and Liu 1975,https://doi.org/10.1017/S0033822200002022,4456,BRYNJLF1,CARD,80165,Assemblage,ISGS-204-A,27000,NA,TRUE,"peccary bone collagen; collagène osseux de pécari, Platygonus compressus",Platygonus compressus,,,bones collected randomly throughout 1.5 m of cave fill for ca. 12 m,,,,,
3566,Brynjulfson Cave #1,Liu et al. 1986,https://doi.org/10.1017/S0033822200060033,4456,BRYNJLF1,CARD,80165,Assemblage,ISGS-267-B,29800,NA,TRUE,"beaver bone collagen; collagène osseux de castor, Castor sp.?",cf. Castor sp.,,,"Cave 1, from ca. 12 m length of cave fill",,-20,,,
3567,Wilson Butte Cave [10Je6],2718,,4457,WILSBUTT,CARD,80169,Stratum C middle,TO-1485,10230,90,FALSE,Charcoal,,,,"Stratum C, gray/brown sand, 23 cm above basal clay zone in Square D7",accelerator mass spectrometry,,,,
3567,Wilson Butte Cave [10Je6],2718,,4457,WILSBUTT,CARD,80168,Stratum C lower,TO-1647,16030,100,FALSE,Bone,,,,"stratum C, compact gray sand near the back of the cave within 5-10 cm of bedrock, possibly derived from stratum E, badly decayed bone. 5 cm above Basal clay zone, Square D9",accelerator mass spectrometry,,,,
3567,Wilson Butte Cave [10Je6],2718,,4457,WILSBUTT,CARD,80169,Stratum C middle,TO-3300,10700,100,FALSE,Bone,,,,"stratum C, gray/brown sand, containing scattered artifacts, unmodified stone flakes, bone fragments and small charcoal fragments. Proboscidean ivory flake. ~25 cm above basal clay zone in Square D5.",accelerator mass spectrometry,,,,
3567,Wilson Butte Cave [10Je6],2718,,4457,WILSBUTT,CARD,80169,Stratum C middle,TO-3330,10700,100,FALSE,"Bone, collagen, proboscidean",Proboscidea,,,"stratum C, gray/brown sand, containing scattered artifacts, unmodified stone flakes, bone fragments and small charcoal fragments. Proboscidean ivory flake. ~25 cm above basal clay zone in Square D5.",accelerator mass spectrometry,,,,
3567,Wilson Butte Cave [10Je6],2718,,4457,WILSBUTT,CARD,80172,Stratum E,TO-1650,16000,140,FALSE,Bone,,,,"stratum E, yellow/brown clay, earliest deposit in cave, possibly a modified bone fragment. ~25 cm above bedrock, Square D5",accelerator mass spectrometry,,,,
3567,Wilson Butte Cave [10Je6],2718,,4457,WILSBUTT,CARD,80172,Stratum E,TO-1467,33250,320,FALSE,Bone,,,,"stratum E, yellow/brown clay, earliest deposit in cave, deep in the stratum",accelerator mass spectrometry,,,,
3567,Wilson Butte Cave [10Je6],15414,,4457,WILSBUTT,CARD,80167,Stratum B,M-1088,425,150,FALSE,Charcoal,,,,"Middle part of stratum B, 25-70 cm N, 190-225 cm W of stake T9S5, 40-45 cm below state T9S5, at rear of cave",conventional radiometric,,,,
3567,Wilson Butte Cave [10Je6],15414,,4457,WILSBUTT,CARD,80170,Stratum C upper,M-1087,6850,300,FALSE,Charcoal,,,,"Silt in upper part of stratum C, near the front of thecave, with Assemblage III",conventional radiometric,,,,
3568,"Potter Creek Cave [5357,1055]",Feranec 2009,https://doi.org/10.1017/S0033822200034007,4458,POTTERCR,lit search,80173,Assemblage,OS-61184,17150,90,FALSE,bone,,,,"UCMP 3111, Euceratherium collinum M3",accelerator mass spectrometry,-21.44,9.35,,
3568,"Potter Creek Cave [5357,1055]",Feranec 2009,https://doi.org/10.1017/S0033822200034007,4458,POTTERCR,lit search,80173,Assemblage,OS-68226,12400,95,FALSE,bone,,,,"UCMP 5616, Spermophilus sp. tibia",accelerator mass spectrometry,-20.59,12.75,,
3568,"Potter Creek Cave [5357,1055]",Feranec 2009,https://doi.org/10.1017/S0033822200034007,4458,POTTERCR,lit search,80173,Assemblage,OS-68115,26100,160,FALSE,bone,,,,"UCMP 3141, Felidae phalanx",accelerator mass spectrometry,-18.7,20.04,,
3568,"Potter Creek Cave [5357,1055]",Feranec 2009,https://doi.org/10.1017/S0033822200034007,4458,POTTERCR,lit search,80173,Assemblage,OS-69875,14300,200,FALSE,bone,,,,"UCMP 3073, Odocoileus sp. metatarsal",accelerator mass spectrometry,-21.48,6.15,,
3574,Aztalan,Krus et al. 2021,,4467,AZTALAN,CARD,80190,Assemblage,ISGS-A1247,955, 15,FALSE,Charred cooking residue,,,,"Shell-tempered body sherd. Residue encrusted on sherd interior, F215/59.",,,,,
3574,Aztalan,Krus et al. 2021,,4467,AZTALAN,CARD,80190,Assemblage,ISGS-A1253,1045, 15,FALSE,Charred cooking residue,,,,Beaker. Residue encrusted on pottery sherd interior.,,,,,
3574,Aztalan,Krus et al. 2021,,4467,AZTALAN,CARD,80190,Assemblage,ISGS-A1105,980, 20,FALSE,Charred cooking residue,,,,"Aztalan Collared rimsherd. Residue encrusted on  sherd interior. M84-1025-N2-4, E14-16 S-9, L-1",,-19.5,,,
3574,Aztalan,Krus et al. 2021,,4467,AZTALAN,CARD,80190,Assemblage,ISGS-A1106,1120, 20,FALSE,Charred cooking residue,,,,"Aztalan Collared rimsherd. Residue encrusted on sherd interior M84-1111-N2-4, E14-16 S-11.",,-20.1,,,
3574,Aztalan,Krus et al. 2021,,4467,AZTALAN,CARD,80190,Assemblage,ISGS-A1241,960, 20,FALSE,Charred cooking residue,,,,Point Sauble Collared. Residue encrusted on pottery sherd interior.,,,,,
3574,Aztalan,Krus et al. 2021,,4467,AZTALAN,CARD,80190,Assemblage,ISGS-A1249,1080, 20,FALSE,Charred cooking residue,,,,Powell Plain. Residue encrusted on pottery sherd interior.,,,,,
3574,Aztalan,Krus et al. 2021,,4467,AZTALAN,CARD,80190,Assemblage,ISGS-A1250,1180, 20,FALSE,Charred cooking residue,,,,Powell Plain. Residue encrusted on pottery sherd interior.,,,,,
3574,Aztalan,Krus et al. 2021,,4467,AZTALAN,CARD,80190,Assemblage,ISGS-A1251,1230, 20,FALSE,Charred cooking residue,,,,Hyer Plain. Residue encrusted on pottery sherd interior.,,-23.5,,,
3574,Aztalan,Krus et al. 2021,,4467,AZTALAN,CARD,80190,Assemblage,ISGS-A1252,895, 20,FALSE,Charred cooking residue,,,,Ramey Incised. Residue encrusted on pottery sherd interior.,,,,,
3574,Aztalan,Krus et al. 2021,,4467,AZTALAN,CARD,80190,Assemblage,Beta-318430,910, 30,FALSE,"Unidentified charcoal (species not listed), Plantae",,,,"Post hole below fill of TU2, trench near west bank of river",,-25.1,,,
3574,Aztalan,Krus et al. 2021,,4467,AZTALAN,CARD,80190,Assemblage,UGAMS-28206,7010, 30,FALSE,"Wood (Larix laricina) (MPM 27674), Larix laricina",Larix laricina,,,Pit on unidentified mound on ridge.,,-29.15,,,
3574,Aztalan,Krus et al. 2021,,4467,AZTALAN,CARD,80190,Assemblage,UGAMS-2723,1340, 40,FALSE,Charred cooking residue,,,,"Hyer Plain rimsherd. Residue encrusted on sherd interior. (N4-5 E14,16, S-3,L-4(",,-23.6,,,
3574,Aztalan,Krus et al. 2021,,4467,AZTALAN,CARD,80190,Assemblage,UGAMS-2724,920, 40,FALSE,Charred cooking residue,,,,Starved Rock Collared. Residue encrusted on pottery sherd interior.,,-26.3,,,
3574,Aztalan,Krus et al. 2021,,4467,AZTALAN,CARD,80190,Assemblage,UGAMS-2727,1250, 40,FALSE,Charred cooking residue,,,,"Aztalan Collared rimsherd. Residue encrusted on sherd interior (Test pit H, L-1).",,-18.1,,,
3574,Aztalan,Krus et al. 2021,,4467,AZTALAN,CARD,80190,Assemblage,UGAMS-2738,1260, 40,FALSE,Charred cooking residue,,,,Aztalan Collared rimsherd. Residue encrusted on sherd interior (Bastion N).,,-22,,,
3574,Aztalan,Krus et al. 2021,,4467,AZTALAN,CARD,80190,Assemblage,UGAMS-2739,910, 40,FALSE,Charred cooking residue,,,,Aztalan Collared rimsherd. Residue encrusted on sherd interior,,-24.9,,,
3574,Aztalan,Krus et al. 2021,,4467,AZTALAN,CARD,80190,Assemblage,AA-46511,156, 41,FALSE,"Unidentified nutshell, Angiosperma",Angiosperma,,,South of Creek. Faunal deposit below sod.,,,,,
3574,Aztalan,Krus et al. 2021,,4467,AZTALAN,CARD,80190,Assemblage,UGAMS-2725,1380, 50,FALSE,Charred cooking residue,,,,"Hyer Plain rimsherd. Residue encrusted on sherd interior (N3-5 E16-17, S-3, L-4)",,-25.8,,,
3574,Aztalan,Krus et al. 2021,,4467,AZTALAN,CARD,80190,Assemblage,UGAMS-2726,1500, 50,FALSE,Charred cooking residue,,,,Starved Rock Collared. Residue encrusted on pottery sherd interior.,,-25.2,,,
3578,Arnold Research Cave [23CY64],3630,,4471,ARNOLDRC,CARD,80206,"24-30""",AA-40209,1662,38,FALSE,"Bone, O. virginianus, collagen, right astragalus",Odocoileus virginianus,,"24-30""","Level 5, 24-30""",accelerator mass spectrometry,,,,
3578,Arnold Research Cave [23CY64],3630,,4471,ARNOLDRC,CARD,80208,"36-42""",AA-40211,1070,40,FALSE,"Bone, O. virginianus, collagen, right astragalus",Odocoileus virginianus,,"36-42""","Level 7, 36-42""",accelerator mass spectrometry,,,,
3578,Arnold Research Cave [23CY64],3630,,4471,ARNOLDRC,CARD,80203,"12-18""",AA-40208,1024,43,FALSE,"Bone, O. virginianus, collagen, right astragalus",Odocoileus virginianus,,"12-18""","Level 3, 12-18""",accelerator mass spectrometry,,,,
3578,Arnold Research Cave [23CY64],3630,,4471,ARNOLDRC,CARD,80205,"18-24""",AA-40210,1627,44,FALSE,"Bone, O. virginianus, collagen, right astragalus",Odocoileus virginianus,,"18-24""","Level 4, 18-24""",accelerator mass spectrometry,,,,
